Frequency Analysis
Freq,Power
-14.99 , 5.58141134434e-05
-14.97 , 6.00262600926e-05
-14.95 , 6.36886394227e-05
-14.93 , 6.67209827611e-05
-14.91 , 6.90564390344e-05
-14.89 , 7.06429046915e-05
-14.87 , 7.14441075143e-05
-14.85 , 7.1440424617e-05
-14.83 , 7.06294191639e-05
-14.81 , 6.90260848407e-05
-14.79 , 6.66627918148e-05
-14.77 , 6.35889327536e-05
-14.75 , 5.98702723515e-05
-14.73 , 5.5588008672e-05
-14.71 , 5.08375593603e-05
-14.69 , 4.57270903529e-05
-14.67 , 4.03758090254e-05
-14.65 , 3.49120477048e-05
-14.63 , 2.94711670759e-05
-14.61 , 2.41933121553e-05
-14.59 , 1.92210561524e-05
-14.57 , 1.4696969632e-05
-14.55 , 1.0761153907e-05
-14.53 , 7.54877848704e-06
-14.51 , 5.18766267873e-06
-14.49 , 3.79594106562e-06
-14.47 , 3.47985159033e-06
-14.45 , 4.33168333315e-06
-14.43 , 6.42791885118e-06
-14.41 , 9.82760314172e-06
-14.39 , 1.45709679639e-05
-14.37 , 2.06783364437e-05
-14.35 , 2.81493286553e-05
-14.33 , 3.69623842825e-05
-14.31 , 4.70746135871e-05
-14.29 , 5.84219828193e-05
-14.27 , 7.09198349837e-05
-14.25 , 8.44637415982e-05
-14.23 , 9.8930675837e-05
-14.21 , 0.000114180492321
-14.19 , 0.000130057693877
-14.17 , 0.000146393460932
-14.15 , 0.00016300791488
-14.13 , 0.00017971258289
-14.11 , 0.000196313028173
-14.09 , 0.000212611606881
-14.07 , 0.000228410310508
-14.05 , 0.000243513650998
-14.03 , 0.000257731544767
-14.01 , 0.000270882151499
-13.99 , 0.000282794623941
-13.97 , 0.000293311725949
-13.95 , 0.000302292277734
-13.93 , 0.000309613389633
-13.91 , 0.000315172448663
-13.89 , 0.000318888825673
-13.87 , 0.000320705274973
-13.85 , 0.000320589002816
-13.83 , 0.000318532386027
-13.81 , 0.000314553327302
-13.79 , 0.000308695239149
-13.77 , 0.000301026654084
-13.75 , 0.000291640464347
-13.73 , 0.000280652800091
-13.71 , 0.000268201560554
-13.69 , 0.000254444618062
-13.67 , 0.000239557719819
-13.65 , 0.000223732117152
-13.63 , 0.000207171956163
-13.61 , 0.000190091467539
-13.59 , 0.000172711996495
-13.57 , 0.000155258916421
-13.55 , 0.000137958471777
-13.53 , 0.000121034597024
-13.51 , 0.000104705758934
-13.49 , 8.91818694496e-05
-13.47 , 7.4661315357e-05
-13.45 , 6.13281494192e-05
-13.43 , 4.93494853283e-05
-13.41 , 3.88731358552e-05
-13.39 , 3.00255300123e-05
-13.37 , 2.29099409021e-05
-13.35 , 1.76050512971e-05
-13.33 , 1.41638789254e-05
-13.31 , 1.26130780325e-05
-13.29 , 1.29526280989e-05
-13.27 , 1.51559147378e-05
-13.25 , 1.91702018379e-05
-13.23 , 2.49174880654e-05
-13.21 , 3.22957349808e-05
-13.19 , 4.11804483482e-05
-13.17 , 5.14265888142e-05
-13.15 , 6.28707830878e-05
-13.13 , 7.53338021424e-05
-13.11 , 8.86232688614e-05
-13.09 , 0.000102536554022
-13.07 , 0.000116863816614
-13.05 , 0.000131391142262
-13.03 , 0.000145903732029
-13.01 , 0.00016018909307
-12.99 , 0.000174040182619
-12.97 , 0.000187258457482
-12.95 , 0.000199656782715
-12.93 , 0.000211062155309
-12.91 , 0.000221318201615
-12.89 , 0.000230287410742
-12.87 , 0.000237853070253
-12.85 , 0.000243920875156
-12.83 , 0.000248420186203
-12.81 , 0.000251304919045
-12.79 , 0.000252554051476
-12.77 , 0.000252171741984
-12.75 , 0.000250187058861
-12.73 , 0.000246653325218
-12.71 , 0.000241647091188
-12.69 , 0.000235266750476
-12.67 , 0.000227630823873
-12.65 , 0.000218875937615
-12.63 , 0.000209154529146
-12.61 , 0.000198632317121
-12.59 , 0.000187485576117
-12.57 , 0.000175898259549
-12.55 , 0.000164059016587
-12.53 , 0.000152158150528
-12.51 , 0.000140384566877
-12.49 , 0.000128922759517
-12.47 , 0.000117949882672
-12.45 , 0.000107632954928
-12.43 , 9.81262394202e-05
-12.41 , 8.95688414377e-05
-12.39 , 8.20825611763e-05
-12.37 , 7.57700352544e-05
-12.35 , 7.07131959606e-05
-12.33 , 6.69720720877e-05
-12.31 , 6.45839497207e-05
-12.29 , 6.35629055622e-05
-12.27 , 6.38997193959e-05
-12.25 , 6.55621662006e-05
-12.23 , 6.84956823329e-05
-12.21 , 7.2624394187e-05
-12.19 , 7.78524919229e-05
-12.17 , 8.40659253099e-05
-12.15 , 9.11343935615e-05
-12.13 , 9.89135963133e-05
-12.11 , 0.000107247708703
-12.09 , 0.000115972039912
-12.07 , 0.000124915831586
-12.05 , 0.000133905150306
-12.03 , 0.000142765826779
-12.01 , 0.000151326393678
-11.99 , 0.000159420974102
-11.97 , 0.00016689207343
-11.95 , 0.000173593228944
-11.93 , 0.000179391473876
-11.91 , 0.000184169575615
-11.89 , 0.000187828011426
-11.87 , 0.000190286649365
-11.85 , 0.000191486106832
-11.83 , 0.000191388764502
-11.81 , 0.000189979418969
-11.79 , 0.000187265563346
-11.77 , 0.000183277291152
-11.75 , 0.000178066824975
