Frequency Analysis
Freq,Power
-14.99 , 0.000243430865016
-14.97 , 0.00025377999219
-14.95 , 0.000262184665391
-14.93 , 0.000268497838413
-14.91 , 0.000272608833173
-14.89 , 0.000274445041217
-14.87 , 0.000273973014668
-14.85 , 0.000271198929477
-14.83 , 0.000266168413691
-14.81 , 0.000258965743463
-14.79 , 0.000249712419472
-14.77 , 0.000238565146231
-14.75 , 0.000225713246154
-14.73 , 0.000211375549262
-14.71 , 0.000195796807683
-14.69 , 0.000179243691685
-14.67 , 0.00016200043068
-14.65 , 0.000144364168276
-14.63 , 0.000126640105151
-14.61 , 0.000109136506889
-14.59 , 9.21596562634e-05
-14.57 , 7.60088303658e-05
-14.55 , 6.09713827886e-05
-14.53 , 4.7318009479e-05
-14.51 , 3.52982741404e-05
-14.49 , 2.51364650607e-05
-14.47 , 1.70278501254e-05
-14.45 , 1.11353905832e-05
-14.43 , 7.58696696562e-06
-14.41 , 6.4731625431e-06
-14.39 , 7.84564093597e-06
-14.37 , 1.17161451418e-05
-14.35 , 1.80561354243e-05
-14.33 , 2.67970733957e-05
-14.31 , 3.78313493669e-05
-14.29 , 5.10138398042e-05
-14.27 , 6.61640716753e-05
-14.25 , 8.30689607545e-05
-14.23 , 0.000101486081735
-14.21 , 0.000121147419425
-14.19 , 0.000141763542499
-14.17 , 0.000163028134389
-14.15 , 0.000184622810035
-14.13 , 0.000206222142427
-14.11 , 0.000227498819322
-14.09 , 0.000248128848214
-14.07 , 0.000267796726559
-14.05 , 0.000286200494616
-14.03 , 0.000303056589805
-14.01 , 0.000318104424417
-13.99 , 0.00033111061264
-13.97 , 0.00034187277821
-13.95 , 0.000350222880419
-13.93 , 0.00035603000371
-13.91 , 0.000359202564404
-13.89 , 0.000359689897242
-13.87 , 0.000357483194182
-13.85 , 0.000352615778115
-13.83 , 0.000345162704676
-13.81 , 0.000335239696068
-13.79 , 0.000323001421428
-13.77 , 0.000308639148796
-13.75 , 0.000292377803834
-13.73 , 0.000274472480081
-13.71 , 0.000255204454447
-13.69 , 0.000234876769779
-13.67 , 0.000213809453508
-13.65 , 0.000192334447497
-13.63 , 0.000170790329121
-13.61 , 0.000149516907359
-13.59 , 0.000128849779984
-13.57 , 0.000109114939017
-13.55 , 9.06235112007e-05
-13.53 , 7.36667185255e-05
-13.51 , 5.85111407415e-05
-13.49 , 4.53943573436e-05
-13.47 , 3.45210408609e-05
-13.45 , 2.60595664228e-05
-13.43 , 2.01391946638e-05
-13.41 , 1.68478761598e-05
-13.39 , 1.62307159196e-05
-13.37 , 1.82891261079e-05
-13.35 , 2.298068434e-05
-13.33 , 3.02197037033e-05
-13.31 , 3.98785093288e-05
-13.29 , 5.17894050125e-05
-13.27 , 6.57473022671e-05
-13.25 , 8.15129734369e-05
-13.23 , 9.88168803075e-05
-13.21 , 0.000117363520153
-13.19 , 0.000136836222535
-13.17 , 0.000156902322555
-13.15 , 0.000177218629759
-13.13 , 0.000197437106658
-13.11 , 0.000217210666915
-13.09 , 0.0002361990007
-13.07 , 0.000254074333691
-13.05 , 0.000270527026568
-13.03 , 0.000285270923744
-13.01 , 0.000298048363401
-12.99 , 0.00030863476567
-12.97 , 0.000316842721861
-12.95 , 0.000322525515013
-12.93 , 0.000325580010558
-12.91 , 0.000325948865379
-12.89 , 0.000323622013986
-12.87 , 0.000318637401666
-12.85 , 0.000311080946126
-12.83 , 0.000301085721224
-12.81 , 0.000288830368649
-12.79 , 0.000274536755609
-12.77 , 0.000258466908685
-12.75 , 0.000240919265637
-12.73 , 0.000222224298058
-12.71 , 0.000202739568115
-12.69 , 0.000182844292044
-12.67 , 0.000162933491437
-12.65 , 0.000143411820507
-12.63 , 0.000124687163367
-12.61 , 0.000107164099738
-12.59 , 9.12373404588e-05
-12.57 , 7.72852354476e-05
-12.55 , 6.56634565864e-05
-12.53 , 5.66989561167e-05
-12.51 , 5.06842977342e-05
-12.49 , 4.78724526069e-05
-12.47 , 4.84721461162e-05
-12.45 , 5.26438333111e-05
-12.43 , 6.04963719911e-05
-12.41 , 7.20844521186e-05
-12.39 , 8.7406829064e-05
-12.37 , 0.000106405396167
-12.35 , 0.000128965119443
-12.33 , 0.00015491484415
-12.31 , 0.000184028969601
-12.29 , 0.000216029975177
-12.27 , 0.000250591767294
-12.25 , 0.000287343804204
-12.23 , 0.000325875943203
-12.21 , 0.000365743943309
-12.19 , 0.000406475545863
-12.17 , 0.000447577046062
-12.15 , 0.000488540260186
-12.13 , 0.000528849786537
-12.11 , 0.000567990452748
-12.09 , 0.000605454838511
-12.07 , 0.000640750760708
-12.05 , 0.000673408607661
-12.03 , 0.000702988410652
-12.01 , 0.000729086544013
-11.99 , 0.00075134194991
-11.97 , 0.000769441790421
-11.95 , 0.000783126437474
-11.93 , 0.000792193720588
-11.91 , 0.000796502363073
-11.89 , 0.000795974549122
-11.87 , 0.000790597576966
-11.85 , 0.000780424566811
-11.83 , 0.000765574206302
-11.81 , 0.000746229530732
-11.79 , 0.000722635749706
-11.77 , 0.000695097146464
-11.75 , 0.000663973090221
-11.73 , 0.000629673215446
-11.71 , 0.000592651834939
-11.69 , 0.000553401665462
-11.67 , 0.000512446955484
-11.65 , 0.000470336114142
-11.63 , 0.000427633948533
-11.61 , 0.00038491362297
-11.59 , 0.000342748458609
-11.57 , 0.000301703694869
-11.55 , 0.000262328335284
-11.53 , 0.000225147199772
-11.51 , 0.000190653302788
-11.49 , 0.000159300672529
-11.47 , 0.000131497720256
-11.45 , 0.000107601261038
-11.43 , 8.79112778848e-05
-11.41 , 7.26665104711e-05
-11.39 , 6.20409375816e-05
-11.37 , 5.61412092873e-05
-11.35 , 5.50050707772e-05
-11.33 , 5.86008050332e-05
-11.31 , 6.68277062957e-05
-11.29 , 7.95175807974e-05
-11.27 , 9.64372557525e-05
-11.25 , 0.000117292062321
-11.23 , 0.000141730243463
-11.21 , 0.00016934822347
-11.19 , 0.000199696662728
-11.17 , 0.000232287209158
-11.15 , 0.000266599846944
-11.13 , 0.000302090733792
-11.11 , 0.000338200410218
-11.09 , 0.000374362258336
-11.07 , 0.000410011083446
-11.05 , 0.000444591689428
-11.03 , 0.000477567318614
-11.01 , 0.000508427828448
-10.99 , 0.000536697480798
-10.97 , 0.00056194222523
-10.95 , 0.000583776364867
-10.93 , 0.000601868502389
-10.91 , 0.000615946674369
-10.89 , 0.000625802594068
-10.87 , 0.00063129493613
-10.85 , 0.000632351610865
-10.83 , 0.000628970990979
-10.81 , 0.000621222069359
-10.79 , 0.000609243542641
-10.77 , 0.000593241831548
-10.75 , 0.000573488065129
-10.73 , 0.0005503140718
-10.71 , 0.000524107435257
-10.69 , 0.000495305687681
-10.67 , 0.000464389725925
-10.65 , 0.000431876548368
-10.63 , 0.000398311420724
-10.61 , 0.000364259588008
-10.59 , 0.00033029765708
-10.57 , 0.00029700477949
-10.55 , 0.000264953767733
-10.53 , 0.000234702279356
-10.51 , 0.000206784202692
-10.49 , 0.000181701375242
-10.47 , 0.000159915761047
-10.45 , 0.000141842206686
-10.43 , 0.00012784188708
-10.41 , 0.000118216542069
-10.39 , 0.000113203592952
-10.37 , 0.000112972215037
-10.35 , 0.000117620427931
-10.33 , 0.000127173249935
-10.31 , 0.000141581946921
-10.29 , 0.000160724389477
-10.27 , 0.000184406515312
-10.25 , 0.000212364877156
-10.23 , 0.000244270239831
-10.21 , 0.000279732174204
-10.19 , 0.000318304580467
-10.17 , 0.00035949205898
-10.15 , 0.000402757033876
-10.13 , 0.000447527523051
-10.11 , 0.00049320543815
-10.09 , 0.000539175289943
-10.07 , 0.000584813168146
-10.05 , 0.000629495860349
-10.03 , 0.000672609972481
-10.01 , 0.000713560912973
-9.99 , 0.00075178160477
-9.97 , 0.000786740793267
-9.95 , 0.000817950824325
-9.93 , 0.000844974774427
-9.91 , 0.000867432824855
-9.89 , 0.00088500778318
-9.87 , 0.000897449668335
-9.85 , 0.000904579289751
-9.83 , 0.000906290766422
-9.81 , 0.000902552947896
-9.79 , 0.000893409716033
-9.77 , 0.000878979163474
-9.75 , 0.000859451662013
-9.73 , 0.000835086851078
-9.71 , 0.000806209593163
-9.69 , 0.000773204958911
-9.67 , 0.000736512319519
-9.65 , 0.000696618637893
-9.63 , 0.000654051062355
-9.61 , 0.00060936893748
-9.59 , 0.000563155355675
-9.57 , 0.00051600838021
-9.55 , 0.000468532075535
-9.53 , 0.000421327483716
-9.51 , 0.00037498368665
-9.49 , 0.000330069092462
-9.47 , 0.000287123080953
-9.45 , 0.000246648137462
